NCT Number,Study URL,Study Status,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,First Posted,Last Update Posted,Duration_Days,Binary_Values,Participants
NCT03901482,https://clinicaltrials.gov/study/NCT03901482,1.0,0,"ADULT, OLDER_ADULT",4,0.7327157861520959,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-06-24,2020-08-13,2019-04-03,2023-06-29,-0.507360055269025,1,1201.0
NCT03920072,https://clinicaltrials.gov/study/NCT03920072,1.0,0,"ADULT, OLDER_ADULT",4,-0.16635616993353053,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-03-07,2022-04-07,2019-04-18,2022-05-20,0.6596132271558903,0,35.0
NCT03924986,https://clinicaltrials.gov/study/NCT03924986,1.0,0,"ADULT, OLDER_ADULT",4,0.009448637945991612,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-04-18,2023-12-08,2019-04-23,2024-07-16,1.5918788029890154,1,263.0
NCT03926130,https://clinicaltrials.gov/study/NCT03926130,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,0.6995596162449931,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-07-23,2023-10-02,2019-04-24,2023-12-08,1.3243448437270446,1,1158.0
NCT03928184,https://clinicaltrials.gov/study/NCT03928184,1.0,0,"ADULT, OLDER_ADULT",4,0.20221706763845013,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-05-17,2021-08-20,2019-04-26,2021-10-08,0.1655781244696744,1,513.0
NCT03928743,https://clinicaltrials.gov/study/NCT03928743,1.0,0,"ADULT, OLDER_ADULT",4,0.06265272454111016,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-04-25,2022-08-08,2019-04-26,2024-10-10,0.781070362035558,1,332.0
NCT03933449,https://clinicaltrials.gov/study/NCT03933449,1.0,0,"ADULT, OLDER_ADULT",4,-0.09850168268178515,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-12-29,2022-03-14,2019-05-01,2023-03-29,1.929989205491874,1,123.0
NCT03938272,https://clinicaltrials.gov/study/NCT03938272,0.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.17638012827753838,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-03-14,2021-07-14,2019-05-06,2021-12-08,0.20989356557441802,0,22.0
NCT03939312,https://clinicaltrials.gov/study/NCT03939312,1.0,0,"ADULT, OLDER_ADULT",4,0.33484174726686156,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-05-06,2021-03-31,2019-05-06,2022-05-12,-0.0494338305200076,1,685.0
NCT03960580,https://clinicaltrials.gov/study/NCT03960580,1.0,0,"ADULT, OLDER_ADULT",4,-0.02139431080480175,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-06-06,2022-05-04,2019-05-23,2023-12-21,0.5545692186113128,1,223.0
NCT03960957,https://clinicaltrials.gov/study/NCT03960957,1.0,0,"ADULT, OLDER_ADULT",4,0.0387494392592453,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-06-17,2020-04-16,2019-05-23,2022-08-26,-0.6911870702220355,1,301.0
NCT03963232,https://clinicaltrials.gov/study/NCT03963232,1.0,0,"ADULT, OLDER_ADULT",4,0.20761458366983895,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-07-30,2022-03-11,2019-05-24,2023-03-28,0.37730745419233835,1,520.0
NCT03965962,https://clinicaltrials.gov/study/NCT03965962,1.0,0,"ADULT, OLDER_ADULT",4,0.30014342992221904,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2019-07-01,2021-07-01,2019-05-29,2022-07-19,0.009653424286317231,1,640.0
NCT03973775,https://clinicaltrials.gov/study/NCT03973775,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.09618846152547565,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-04-10,2018-12-06,2019-06-04,2020-10-23,-0.796231078766613,1,126.0
NCT03985943,https://clinicaltrials.gov/study/NCT03985943,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,0.5322366192719391,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-06-27,2022-08-11,2019-06-14,2024-08-14,0.6825916040250166,1,941.0
NCT03986424,https://clinicaltrials.gov/study/NCT03986424,1.0,0,"ADULT, OLDER_ADULT",4,-0.09310416665039631,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-01-23,2022-06-01,2019-06-14,2022-07-22,1.419540976470568,1,130.0
NCT03986944,https://clinicaltrials.gov/study/NCT03986944,0.0,1,ADULT,4,-0.12780248399503885,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-05-23,2021-02-16,2019-06-14,2024-10-29,-0.14791258853054898,1,85.0
NCT03989037,https://clinicaltrials.gov/study/NCT03989037,1.0,1,"ADULT, OLDER_ADULT",4,0.253879006796029,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-06-27,2023-04-26,2019-06-18,2023-12-27,1.1060502634703446,1,580.0
NCT03998163,https://clinicaltrials.gov/study/NCT03998163,1.0,0,"ADULT, OLDER_ADULT",4,-0.02216538452357158,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-05-06,2020-03-06,2019-06-26,2021-10-15,-0.6895457575885265,1,222.0
NCT04001608,https://clinicaltrials.gov/study/NCT04001608,1.0,0,"ADULT, OLDER_ADULT",4,-0.034502564023888925,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-10-17,2019-11-30,2019-06-28,2019-06-28,-0.5188492437035882,1,206.0
NCT04003389,https://clinicaltrials.gov/study/NCT04003389,1.0,1,"ADULT, OLDER_ADULT",4,1.2184922289770914,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-07-10,2022-01-04,2019-07-01,2024-11-05,0.3018070730509233,1,1831.0
NCT04024228,https://clinicaltrials.gov/study/NCT04024228,1.0,0,"ADULT, OLDER_ADULT",4,0.9933387030962998,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2019-10-28,2020-06-05,2019-07-18,2023-10-03,-0.8274160188032844,1,1539.0
NCT04034355,https://clinicaltrials.gov/study/NCT04034355,0.0,0,"ADULT, OLDER_ADULT",4,0.0387494392592453,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2019-01-07,2020-08-31,2019-07-26,2022-01-26,-0.20207590543634674,1,301.0
NCT04040322,https://clinicaltrials.gov/study/NCT04040322,1.0,0,"ADULT, OLDER_ADULT",4,-0.0406711537740476,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-10-14,2021-06-09,2019-07-31,2021-07-14,-0.19879328016932868,1,198.0
NCT04045327,https://clinicaltrials.gov/study/NCT04045327,1.0,0,"ADULT, OLDER_ADULT",4,-0.11238100961964216,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-01-31,2019-09-27,2019-08-05,2019-10-04,-0.797872391400122,1,105.0
NCT04047563,https://clinicaltrials.gov/study/NCT04047563,1.0,0,"ADULT, OLDER_ADULT",4,-0.07151410252484096,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-11-10,2022-02-10,2019-08-06,2023-10-18,0.16065418656914734,1,158.0
NCT04048343,https://clinicaltrials.gov/study/NCT04048343,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.14322395837043553,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-06-10,2021-03-18,2019-08-07,2022-06-01,-0.1282168369284407,1,65.0
NCT04051710,https://clinicaltrials.gov/study/NCT04051710,1.0,0,"ADULT, OLDER_ADULT",4,1.001820514002768,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-03-12,2019-12-20,2019-08-09,2020-11-13,-0.7256546355257251,1,1550.0
NCT04052698,https://clinicaltrials.gov/study/NCT04052698,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.16018758018337187,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-18,2022-04-23,2019-08-12,2023-10-25,-0.08390139582369707,0,43.0
NCT04056754,https://clinicaltrials.gov/study/NCT04056754,1.0,2,"ADULT, OLDER_ADULT",4,0.013304006539840782,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-07-16,2019-07-16,2019-08-14,2019-08-14,1.8068907579786972,1,268.0
NCT04058366,https://clinicaltrials.gov/study/NCT04058366,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,0.00019575332075360397,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-12-05,2022-12-16,2019-08-15,2024-01-16,0.6267869744857099,1,251.0
NCT04072835,https://clinicaltrials.gov/study/NCT04072835,1.0,0,"ADULT, OLDER_ADULT",4,0.66717452005666,3,1,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-09-23,2023-01-26,2019-08-28,2024-05-23,0.8138966147057385,1,1116.0
NCT04073303,https://clinicaltrials.gov/study/NCT04073303,1.0,0,"ADULT, OLDER_ADULT",4,0.09657996816698286,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-08-29,2022-11-10,2019-08-29,2023-10-17,0.7285483577632693,1,376.0
NCT04077567,https://clinicaltrials.gov/study/NCT04077567,1.0,0,"ADULT, OLDER_ADULT",4,0.1158568111362287,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-10-01,2023-04-28,2019-09-04,2024-09-19,0.9517668759204964,1,401.0
NCT04079374,https://clinicaltrials.gov/study/NCT04079374,1.0,0,"ADULT, OLDER_ADULT",4,-0.0699719550873013,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-09-03,2023-12-03,2019-09-06,2021-02-03,1.9562502076280182,1,160.0
NCT04082416,https://clinicaltrials.gov/study/NCT04082416,1.0,0,"ADULT, OLDER_ADULT",4,0.06496594569741966,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-10-16,2022-06-30,2019-09-09,2023-05-11,0.43147077109813614,1,335.0
NCT04084769,https://clinicaltrials.gov/study/NCT04084769,1.0,0,"CHILD, ADULT",4,0.24616826960833066,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2019-09-03,2020-09-14,2019-09-10,2023-09-26,-0.5713712479758769,1,570.0
NCT04090957,https://clinicaltrials.gov/study/NCT04090957,1.0,1,"ADULT, OLDER_ADULT",4,0.5892960744609068,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-09-27,2022-08-18,2019-09-16,2023-07-03,0.5430800301767497,1,1015.0
NCT04100018,https://clinicaltrials.gov/study/NCT04100018,1.0,2,"ADULT, OLDER_ADULT",4,0.6008621802424543,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-02-06,2024-06-25,2019-09-23,2024-07-22,1.4375954154391672,1,1030.0
NCT04109976,https://clinicaltrials.gov/study/NCT04109976,1.0,0,"ADULT, OLDER_ADULT",4,-0.028333974273730255,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-08-13,2020-11-13,2019-10-01,2023-11-30,-0.438424924661646,1,214.0
NCT04115319,https://clinicaltrials.gov/study/NCT04115319,1.0,0,"ADULT, OLDER_ADULT",4,0.1729162663251964,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-11-15,2022-12-30,2019-10-04,2024-06-28,0.6825916040250166,1,475.0
NCT04115748,https://clinicaltrials.gov/study/NCT04115748,0.0,0,"ADULT, OLDER_ADULT",4,-0.14168181093289586,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-12-03,2021-05-11,2019-10-04,2022-05-16,-0.3284569782165415,1,67.0
NCT04120194,https://clinicaltrials.gov/study/NCT04120194,1.0,0,OLDER_ADULT,4,1.8530858995246646,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2019-10-14,2020-12-13,2019-10-09,2023-05-06,-0.49094692893393477,1,2654.0
NCT04123548,https://clinicaltrials.gov/study/NCT04123548,1.0,0,"ADULT, OLDER_ADULT",4,-0.15324791671444338,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-02-18,2022-01-26,2019-10-11,2023-11-09,-0.028096766284390295,1,52.0
NCT04124510,https://clinicaltrials.gov/study/NCT04124510,0.0,0,"ADULT, OLDER_ADULT",4,-0.17792227571507804,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-11-26,2020-09-14,2019-10-11,2021-01-25,-0.7092415091906348,0,20.0
NCT04140227,https://clinicaltrials.gov/study/NCT04140227,1.0,0,"ADULT, OLDER_ADULT",4,0.004051121914602774,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-09-24,2022-01-05,2019-10-25,2024-03-04,-0.4220117983265558,1,256.0
NCT04152083,https://clinicaltrials.gov/study/NCT04152083,1.0,0,"ADULT, OLDER_ADULT",4,0.18062700351289476,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-11-07,2020-07-08,2019-11-05,2021-08-17,-0.7896658282325769,1,485.0
NCT04155125,https://clinicaltrials.gov/study/NCT04155125,1.0,0,"ADULT, OLDER_ADULT",4,0.10814607394853036,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-02,2023-06-30,2019-11-07,2023-12-22,0.6038085976165836,1,391.0
NCT04157686,https://clinicaltrials.gov/study/NCT04157686,1.0,0,"ADULT, OLDER_ADULT",4,0.5445737987722564,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-10-23,2023-02-16,2019-11-08,2024-08-09,0.7991248010041573,1,957.0
NCT04172831,https://clinicaltrials.gov/study/NCT04172831,1.0,0,"ADULT, OLDER_ADULT",4,0.19450633045075177,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-12-09,2020-10-29,2019-11-21,2022-08-08,-0.6567195049183461,1,503.0
NCT04178967,https://clinicaltrials.gov/study/NCT04178967,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,0.1497840547621014,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-10-29,2022-04-28,2019-11-26,2023-05-24,0.3067310109514504,1,445.0
NCT04183790,https://clinicaltrials.gov/study/NCT04183790,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.14399503208920536,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-02-17,2024-02-24,2019-12-03,2024-03-25,1.2193008351824672,1,64.0
NCT04185545,https://clinicaltrials.gov/study/NCT04185545,1.0,0,CHILD,4,0.8861594561872929,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-10-30,2023-05-30,2019-12-04,2023-11-29,0.3559703899567211,1,1400.0
NCT04200456,https://clinicaltrials.gov/study/NCT04200456,0.0,0,"ADULT, OLDER_ADULT",4,-0.16789831737107022,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-01-31,2022-04-27,2019-12-16,2023-08-08,0.1508063107680932,0,33.0
NCT04206605,https://clinicaltrials.gov/study/NCT04206605,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.1339710737451975,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-05-04,2022-10-20,2019-12-20,2023-12-27,0.28539394671583307,1,77.0
NCT04210843,https://clinicaltrials.gov/study/NCT04210843,0.0,0,"CHILD, ADULT, OLDER_ADULT",4,0.6031754013987638,0,1,"Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-04-08,2022-09-01,2019-12-26,2024-06-20,0.24764375614512554,1,1033.0
NCT04214639,https://clinicaltrials.gov/study/NCT04214639,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.052237259555595106,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-01-17,2021-01-18,2020-01-02,2024-02-01,-0.5877843743109671,1,183.0
NCT04225260,https://clinicaltrials.gov/study/NCT04225260,1.0,0,"ADULT, OLDER_ADULT",4,0.5021647442399155,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-01-27,2021-05-21,2020-01-13,2023-06-18,-0.40231604672444754,1,902.0
NCT04231331,https://clinicaltrials.gov/study/NCT04231331,1.0,0,"ADULT, OLDER_ADULT",4,-0.09464631408793597,3,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-11-04,2023-11-15,2020-01-18,2023-11-21,0.6251456618522008,1,128.0
NCT04233476,https://clinicaltrials.gov/study/NCT04233476,1.0,0,"ADULT, OLDER_ADULT",4,0.12202540088638737,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2019-10-12,2021-05-08,2020-01-18,2024-07-01,-0.24803265917459938,1,409.0
NCT04235140,https://clinicaltrials.gov/study/NCT04235140,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.15324791671444338,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-02-24,2023-08-22,2020-01-21,2024-09-19,0.9025274969152257,1,52.0
NCT04239391,https://clinicaltrials.gov/study/NCT04239391,1.0,0,CHILD,4,-0.07768269227499963,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-01,2023-11-01,2020-01-27,2021-04-21,0.707211293527652,1,150.0
NCT04239950,https://clinicaltrials.gov/study/NCT04239950,1.0,0,"ADULT, OLDER_ADULT",4,0.05031554504079282,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-05-09,2023-07-20,2020-01-27,2024-07-15,0.7252657324962513,1,316.0
NCT04249687,https://clinicaltrials.gov/study/NCT04249687,1.0,0,"ADULT, OLDER_ADULT",4,0.040291586696784974,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-02-10,2021-02-10,2020-01-31,2023-06-18,-0.5894256869444762,1,303.0
NCT04250350,https://clinicaltrials.gov/study/NCT04250350,1.0,0,CHILD,4,-0.034502564023888925,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-02-11,2022-06-22,2020-01-31,2023-02-24,0.22466537927599922,1,206.0
NCT04252586,https://clinicaltrials.gov/study/NCT04252586,0.0,0,"CHILD, ADULT",4,-0.1771512019963082,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-02-28,2021-06-09,2020-02-05,2022-08-08,-0.4236531109600648,0,21.0
NCT04259164,https://clinicaltrials.gov/study/NCT04259164,1.0,0,"ADULT, OLDER_ADULT",4,-0.17175368596491938,3,1,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-09-10,2022-12-29,2020-02-06,2023-01-12,0.18855650133880072,0,28.0
NCT04292899,https://clinicaltrials.gov/study/NCT04292899,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,3.5779778084127836,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-03-06,2020-06-30,2020-03-03,2020-12-31,-0.9997538453217318,1,4891.0
NCT04294667,https://clinicaltrials.gov/study/NCT04294667,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,0.054170913634641986,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-12,2024-06-04,2020-03-04,2024-07-05,1.0945610750357815,1,321.0
NCT04313244,https://clinicaltrials.gov/study/NCT04313244,1.0,0,CHILD,4,0.28009551323420334,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-05-15,2022-07-19,2020-03-18,2024-02-07,-0.48438167839989865,1,614.0
NCT04324918,https://clinicaltrials.gov/study/NCT04324918,1.0,0,"CHILD, ADULT, OLDER_ADULT",4,-0.05917692302452361,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-10-23,2019-06-24,2020-03-27,2020-03-27,-0.7896658282325769,1,174.0
NCT04325620,https://clinicaltrials.gov/study/NCT04325620,1.0,0,"ADULT, OLDER_ADULT",4,-0.03296041658634926,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-06-10,2020-08-03,2020-03-27,2022-11-09,-0.5007948047349889,1,208.0
NCT04325698,https://clinicaltrials.gov/study/NCT04325698,0.0,0,"ADULT, OLDER_ADULT",4,-0.18717516034031606,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-06-11,2021-05-10,2020-03-27,2024-10-01,-0.6435890038502738,0,8.0
NCT04327661,https://clinicaltrials.gov/study/NCT04327661,1.0,0,"ADULT, OLDER_ADULT",4,0.08809815726051468,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-02-26,2023-04-12,2020-03-31,2024-03-21,0.6825916040250166,1,365.0
